Kode;Kategori;Deskripsi;Satuan;Harga Beli;Diskon Beli;Total Beli;Harga Jual;Diskon Jual;Total Jual;;
RJ1403;Kranz;Slang Flexsi 50 cm Hose Kranz;PCS;48.500;2000 %;48.500;50.000;0 %;50.000;;
RJ241;Kranz;"Sok Hitter Kranz 1/2""";PCS;48.000;2000 %;48.000;40.000;0 %;40.000;;
RJ1585;Kranz;TA(BRASS);1pcs;53.800;2000 %;53.800;50.000;0 %;50.000;;
RJ1603;Kranz;TDD T 16X1/2 F Kuningan Hitter;1pcs;71.000;2000 %;71.000;70.000;0 %;70.000;;
RJ1602;Kranz;TEE T16X16X16 KUNINGAN HITTER;1pcs;78.700;2000 %;78.700;75.000;0 %;75.000;;
RJ257;Kranz;"Tusen Klep Kuningan Kranz 1""";PCS;98.500;2000 %;98.500;95.000;0 %;95.000;;
RJ255;Kranz;Tusen Klep Kuningan Kranz 1/2;PCS;50.500;2000 %;50.500;55.000;0 %;55.000;;
RJ259;Kranz;"Tusen Klep Kuningan Kranz 11/2""";PCS;282.000;2000 %;282.000;250.000;0 %;250.000;;
RJ258;Kranz;"Tusen Klep Kuningan Kranz 11/4""";PCS;169.500;2000 %;169.500;150.000;0 %;150.000;;
RJ260;Kranz;"Tusen Klep Kuningan Kranz 2""";PCS;441.000;2000 %;441.000;375.000;0 %;375.000;;
RJ256;Kranz;Tusen Klep Kuningan Kranz 3/4;PCS;70.500;2000 %;70.500;70.000;0 %;70.000;;
RJ1558;Kunci;Ball Valve 2 Kranz Kuningan;1pcs;799.000;2000 %;799.000;700.000;0 %;700.000;;
RJ2049;Kunci;Kunci Pintu Besar Set ODESSA 8504;SET;125.000;0 %;125.000;130.000;0 %;130.000;;
RJ2050;Kunci;Kunci Pintu Tg ODESSA Ck5807;SET;110.000;0 %;110.000;125.000;0 %;125.000;;
RJ1288;Kunci;Kunci Ring 06x07;PCS;28.000;3000 %;28.000;20.000;0 %;20.000;;
RJ1287;Kunci;Kunci Ring 12x14;1pcs;40.000;3000 %;40.000;30.000;0 %;30.000;;
RJ1274;Kunci Bago;"Kunci Bago inggris 12""fukung Asli";1pcs;55.000;0 %;55.000;60.000;0 %;60.000;;
RJ754;Kunci Bago;Kunci Bago tekiro 14;PCS;137.500;3000 %;137.500;100.000;0 %;100.000;;
RJ755;Kunci Bago;Kunci Bago Tekiro 18;PCS;209.000;3000 %;209.000;150.000;0 %;150.000;;
RJ756;Kunci Bago;Kunci Bago Tekiro 24;PCS;294.000;3000 %;294.000;200.000;0 %;200.000;;
RJ762;Kunci Bago;Kunci Bago Wanly 18;PCS;120.000;0 %;120.000;120.000;0 %;120.000;;
RJ1273;Kunci Bago Inggris;"Kunci Bago inggris 10"" Fukung Asli";1pcs;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ763;Kunci Inggris;Kunci Inggris 18 Vanadium 375mm;PCS;100.000;0 %;100.000;100.000;0 %;100.000;;
RJ702;Kuningan Maskur; Neple Slang 1/2x3/8;PCS;6.000;0 %;6.000;10.000;0 %;10.000;;
RJ707;Kuningan Maskur;Cab 3  5/16;PCS;4.500;0 %;4.500;7.500;0 %;7.500;;
RJ706;Kuningan Maskur;Cab 3 3/8;PCS;5.000;0 %;5.000;10.000;0 %;10.000;;
RJ1409;Kuningan Maskur;Dobel Sok 1/4;PCS;4.250;0 %;4.250;10.000;0 %;10.000;;
RJ693;Kuningan Maskur;Double Neple 1/2x1/2;PCS;5.000;0 %;5.000;10.000;0 %;10.000;;
RJ696;Kuningan Maskur;Double Neple 1/2x1/4;PCS;5.000;0 %;5.000;10.000;0 %;10.000;;
RJ694;Kuningan Maskur;Double Neple 1/2x3/8;PCS;4.750;0 %;4.750;10.000;0 %;10.000;;
RJ692;Kuningan Maskur;Double Neple 1/4x3/8;PCS;4.000;0 %;4.000;7.500;0 %;7.500;;
RJ695;Kuningan Maskur;Double Neple 3/4x1/2;PCS;6.500;0 %;6.500;10.000;0 %;10.000;;
RJ697;Kuningan Maskur;Double Neple 3/4x3/4;PCS;6.500;0 %;6.500;10.000;0 %;10.000;;
RJ691;Kuningan Maskur;Double Neple 3/8x3/8;PCS;4.000;0 %;4.000;5.000;0 %;5.000;;
RJ1392;Kuningan Maskur;Double Neple Genjong;PCS;9.000;0 %;9.000;15.000;0 %;15.000;;
RJ1474;Kuningan Maskur;Double Neple Stainles Rrt1/2x1/2;1pcs;4.500;0 %;4.500;10.000;0 %;10.000;;
RJ690;Kuningan Maskur;Duble Neple 1/4x1/4;PCS;3.750;0 %;3.750;7.500;0 %;7.500;;
RJ689;Kuningan Maskur;Fluk Ring 1/2x3/4 ;PCS;5.000;0 %;5.000;10.000;0 %;10.000;;
RJ1129;Kuningan Maskur;Fluk Ring 1/4 X 3/8;PCS;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ711;Kuningan Maskur;Mur Sanyo Kuningan 1;PCS;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ1408;Kuningan Maskur;Nepel Slang 1/4;1pcs;3.250;0 %;3.250;5.000;0 %;5.000;;
RJ704;Kuningan Maskur;Neple Slang 1/2x3/4;PCS;6.000;0 %;6.000;7.500;0 %;7.500;;
RJ705;Kuningan Maskur;Neple Slang 1/2x5/16;PCS;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ703;Kuningan Maskur;Neple Slang 1/2x5/8;PCS;6.000;0 %;6.000;10.000;0 %;10.000;;
RJ1715;Kuningan Maskur;PLUG 1/4 TUTUP SEMIJET;PCS;5.000;0 %;5.000;10.000;0 %;10.000;;
RJ1447;Kuningan Maskur;Sambungan Slang 3/8;1pcs;3.750;0 %;3.750;10.000;0 %;10.000;;
RJ1446;Kuningan Maskur;Sambungan Slang 5/16;1pcs;4.500;0 %;4.500;7.500;0 %;7.500;;
RJ709;Kuningan Maskur;Sambungan Slang 5/8;PCS;7.000;0 %;7.000;10.000;0 %;10.000;;
RJ701;Kuningan Maskur;Sok Kran 3/4x1/2 Pendek;PCS;7.000;0 %;7.000;10.000;0 %;10.000;;
RJ700;Kuningan Maskur;Sok Kran 3/8x1/4;PCS;4.250;0 %;4.250;6.500;0 %;6.500;;
RJ698;Kuningan Maskur;Sok Kran panjang 1/2 Croom;PCS;8.750;0 %;8.750;10.000;0 %;10.000;;
RJ699;Kuningan Maskur;Sok Kran Pendek 1/2x1/2;PCS;7.000;0 %;7.000;10.000;0 %;10.000;;
RJ1391;Kuningan Maskur;Sok Neple Slang 5/8;1pcs;6.000;0 %;6.000;10.000;0 %;10.000;;
RJ1473;Kuningan Maskur;Sokkran 1/2 Pj Kuningan Biasa;PCS;8.750;0 %;8.750;10.000;0 %;10.000;;
RJ1477;Kuningan Maskur;Sokkran 1/2 Stanlis 5cm;1pcs;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ1476;Kuningan Maskur;Sokkran Pendek Stanlis 1/2 3cm;1pcs;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ1475;Kuningan Maskur;Tee 1/2 Stainles;1pcs;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ1448;Kuningan Maskur;Tee Kuningan 1/4;1pcs;10.000;0 %;10.000;15.000;0 %;15.000;;
RJ710;Kuningan Maskur;Tee Kuningan 1otomatis + Polos;PCS;32.500;0 %;32.500;40.000;0 %;40.000;;
RJ708;Kuningan Maskur;Tee Shower 1/2 Kuningan ;PCS;13.500;0 %;13.500;15.000;0 %;15.000;;
RJ750;Lak Ban Talang;Lakban Talang 10cm;PCS;30.000;0 %;30.000;32.500;0 %;32.500;;
RJ1108;LEM;Lem 100gr Supraglue Kaleng;PCS;18.150;1000 %;18.150;17.000;0 %;17.000;;
RJ1472;LEM;Lem Alteko Cina Botol G;1pcs;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ1263;LEM;Lem Botol Putih Hioshi;1pcs;45.000;0 %;45.000;45.000;0 %;45.000;;
RJ1107;LEM;Lem Botol Supra Glue 60gr;PCS;10.000;1000 %;10.000;10.000;1500 %;10.000;;
RJ718;LEM;Lem Dexton 5 Menit48gr;PCS;16.000;0 %;16.000;17.500;0 %;17.500;;
RJ719;LEM;Lem Dexton Biasa;PCS;15.000;0 %;15.000;17.500;0 %;17.500;;
RJ720;LEM;Lem Dexton Kaca Kecil/sealent;PCS;9.000;0 %;9.000;12.000;0 %;12.000;;
RJ1897;LEM;Lem Dextone 5 Menit 12gr;PCS;7.570;0 %;7.570;10.000;0 %;10.000;;
RJ2031;LEM;Lem Fox kuning Kaleng 70gr X72pcs;1pcs;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ738;LEM;LEM Fox Pvc Plas 100gr @48pcs;PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ714;LEM;Lem Isarplas Kaleng ;PCS;57.500;0 %;57.500;60.000;0 %;60.000;;
RJ713;LEM;Lem Isarplas Tube;PCS;75.000;0 %;75.000;8.000;0 %;8.000;;
RJ1878;LEM;Lem Isco Tube;LUSIN;40.000;0 %;40.000;5.000;0 %;5.000;;
RJ715;LEM;Lem Ruglue Botol;PCS;15.000;0 %;15.000;15.000;0 %;15.000;;
RJ716;LEM;Lem Ruglue Kaleng;PCS;53.000;0 %;53.000;55.000;0 %;55.000;;
RJ717;LEM;Lem Tangit Tube;PCS;10.000;0 %;10.000;10.000;0 %;10.000;;
RJ1264;LEM;Rexso  350ml;1pcs;45.000;0 %;45.000;45.000;0 %;45.000;;
RJ1372;LEM;Ruglue Botol 60gr;PCS;15.600;1500 %;15.600;15.000;0 %;15.000;;
RJ603;Mata Jet ;Mata Jet Dab Kecil Ins;PCS;110.000;0 %;110.000;120.000;0 %;120.000;;
RJ604;Mata Jet ;Mata Jet Model Sanyo Merk Sanei;PCS;175.000;0 %;175.000;200.000;0 %;200.000;;
RJ1530;Mata Jet ;MATA JET ORY SMZ ;PCS;200.000;0 %;200.000;200.000;0 %;200.000;;
RJ748;Mata Jet ;Suling Jet Pump DAB;PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
1969;Mesin Hitter;Hitter Gas REU -10CF/10ltr/menit;1pcs;3.200.000;0 %;3.200.000;3.200.000;0 %;3.200.000;;
RJ1883;Mesin Hitter;Hitter Listrik Rinnai 30 Liter/RESA30C-05C;PCS;2.500.000;0 %;2.500.000;2.500.000;0 %;2.500.000;;
RJ1882;Mesin Hitter;Hitter Rinnai Listrik 15 Liter;1pcs;1.800.000;0 %;1.800.000;1.800.000;0 %;1.800.000;;
RJ1970;Mesin Hitter;REU-15CF HITTER GAS/15 Ltr/menit;1pcs;4.200.000;0 %;4.200.000;4.200.000;0 %;4.200.000;;
RJ1609;Meteran Air;Box Meter Tirta Darma(biru);1pcs;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ1732;Mur Toren;"Corong Talang 4""";PCS;5.000;0 %;5.000;10.000;0 %;10.000;;
RJ357;Mur Toren;Dop Drat 1/2;Pcs;600;0 %;600;1.000;0 %;1.000;;
RJ344;Mur Toren;Dop Drat Dalam 1;PCS;1.250;0 %;1.250;2.000;0 %;2.000;;
RJ358;Mur Toren;Dop Drat Dalem /luar 3/4;Pcs;850;0 %;850;2.000;0 %;2.000;;
RJ345;Mur Toren;Fan 255 1/2 Bulan;Pcs ;4.000;0 %;4.000;5.000;0 %;5.000;;
RJ364;Mur Toren;Fan 505;Pcs;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ343;Mur Toren;Fan Dab;Pcs;3.500;0 %;3.500;4.000;0 %;4.000;;
RJ342;Mur Toren;Fan Nat;Pcs;3.500;0 %;3.500;4.000;0 %;4.000;;
RJ341;Mur Toren;Fan Smz ;Pcs;3.500;0 %;3.500;4.000;0 %;4.000;;
RJ753;Mur Toren;Flukring Pvc;PCS;750;0 %;750;1.500;0 %;1.500;;
RJ350;Mur Toren;Karet Asbes;Pcs;25.000;0 %;25.000;25.000;0 %;25.000;;
RJ363;Mur Toren;Mur Sanyo Oren;Pcs;1.500;0 %;1.500;2.500;0 %;2.500;;
RJ337;Mur Toren;Mur Toren 1.1/4x1.1/2;Pcs;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ334;Mur Toren;Mur Toren 1/2 X 3/4;Pcs;1.500;0 %;1.500;2.500;0 %;2.500;;
RJ336;Mur Toren;Mur Toren 1x1.1/4;Pcs;4.000;0 %;4.000;5.000;0 %;5.000;;
RJ339;Mur Toren;Mur Toren 2x2.1/2;Pcs;18.000;0 %;18.000;25.000;0 %;25.000;;
RJ335;Mur Toren;Mur Toren 3/4x1;Pcs;2.000;0 %;2.000;3.000;0 %;3.000;;
RJ340;Mur Toren;Mur Toren 3x31/2;Pcs;35.000;0 %;35.000;50.000;0 %;50.000;;
RJ338;Mur Toren;Mur Turen 1.1/2x2;Pcs ;14.000;0 %;14.000;20.000;0 %;20.000;;
RJ360;Mur Toren;Oring Jet Pump;Pcs;2.000;0 %;2.000;3.000;0 %;3.000;;
RJ359;Mur Toren;Oring Semi Jet;Pcs;1.500;0 %;1.500;2.500;0 %;2.500;;
RJ355;Mur Toren;Oring Smz,nat,sanyo;Pcs ;500;0 %;500;1.000;0 %;1.000;;
RJ1101;Mur Toren;Otomatis Pelampung Isco Horizontal;PCS;40.000;0 %;40.000;45.000;0 %;45.000;;
RJ356;Mur Toren;Perpak Mur;1 Bungkus;12.000;0 %;12.000;12.000;0 %;12.000;;
RJ348;Mur Toren;Perpak Plendes Ats Smz;Pcs;1.000;0 %;1.000;2.000;0 %;2.000;;
RJ349;Mur Toren;Perpak Plendes Hanil;Pcs;850;0 %;850;2.000;0 %;2.000;;
RJ361;Mur Toren;Perpak Wajik Jantung/perpak Ph/jambu;Pcs;1.000;0 %;1.000;2.000;0 %;2.000;;
RJ1531;Mur Toren;Plendes Atas Ory Smz;Pcs;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ347;Mur Toren;Plendes Atas Smz ;Pcs;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ353;Mur Toren;Plendes Smz Abu Garut;Pcs;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ362;Mur Toren;"Tutup Kep Sanyo Hitam 1""";Pcs;1.500;0 %;1.500;2.000;0 %;2.000;;
RJ346;Mur Toren;Tutup Pancing Semua Smz,nat,dab,sanyo;Pcs ;650;0 %;650;2.000;0 %;2.000;;
RJ351;Mur Toren;Tutup Pendingin Nat;Pcs;4.000;0 %;4.000;5.000;0 %;5.000;;
RJ352;Mur Toren;Tutup Pendingin Smz;Pcs;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ354;Mur Toren;Tutup Terminal Smz;Pcs;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ1136;Onda;Ball Valv 21/2 Kuningan Onda;PCS;2.752.500;2500 %;2.752.500;2.250.000;0 %;2.250.000;;
RJ1137;Onda;Ball Valv 3 Kuningan Onda;PCS;3.320.750;2000 %;3.320.750;2.850.000;0 %;2.850.000;;
RJ229;Onda;"Ball Valve Onda KUNINGAN 1"" ";PCS;282.000;2000 %;282.000;250.000;0 %;250.000;;
RJ227;Onda;Ball Valve Onda kuningan 1/2;PCS;132.250;2000 %;132.250;120.000;0 %;120.000;;
RJ231;Onda;Ball Valve Onda kuningan 11/2;PCS;629.000;2000 %;629.000;600.000;0 %;600.000;;
RJ230;Onda;"Ball Valve Onda kuningan 11/4""";PCS;465.250;2000 %;465.250;420.000;0 %;420.000;;
RJ232;Onda;"Ball Valve Onda kuningan 2""";PCS;1.014.500;2000 %;1.014.500;900.000;0 %;900.000;;
RJ228;Onda;Ball Valve Onda kuningan 3/4;PCS;182.500;2000 %;182.500;160.000;0 %;160.000;;
RJ1456;Onda;BALL VALVE PERRUNO 1/2;1pcs;59.500;2000 %;59.500;50.000;0 %;50.000;;
RJ1457;Onda;CHECK VALVE PERRUNO 1/2(NEW);1pcs;52.000;2000 %;52.000;50.000;0 %;50.000;;
RJ212;Onda;"Checkvalve 1"" Onda";PCS;301.500;2500 %;301.500;250.000;0 %;250.000;;
RJ210;Onda;Checkvalve 1/2 Onda;PCS;124.500;2500 %;124.500;100.000;0 %;100.000;;
RJ214;Onda;Checkvalve 11/2 Onda;PCS;592.250;2000 %;592.250;485.000;0 %;485.000;;
RJ213;Onda;Checkvalve 11/4 Onda;PCS;462.000;2000 %;462.000;375.000;0 %;375.000;;
RJ215;Onda;"Checkvalve 2"" Onda";PCS;920.250;2000 %;920.250;750.000;0 %;750.000;;
 RJ216;Onda;Checkvalve 21/2 Onda;PCS;1.300.000;0 %;1.300.000;1.400.000;0 %;1.400.000;;
RJ217;Onda;Checkvalve 3 Onda;PCS;2.000.000;0 %;2.000.000;2.000.000;0 %;2.000.000;;
RJ211;Onda;Checkvalve 3/4 Onda;PCS;174.250;2500 %;174.250;160.000;0 %;160.000;;
RJ218;Onda;"Checkvalve 4"" Onda";PCS;3.750.000;0 %;3.750.000;3.750.000;0 %;3.750.000;;
RJ221;Onda;"Gate Valve kuningan Onda 1""";PCS;256.500;2000 %;256.500;225.000;0 %;225.000;;
RJ219;Onda;"Gate Valve kuningan Onda 1/2""";PCS;92.250;2500 %;92.250;80.000;0 %;80.000;;
RJ223;Onda;"Gate Valve kuningan Onda 11/2""";PCS;458.000;2500 %;458.000;385.000;0 %;385.000;;
RJ222;Onda;Gate Valve kuningan Onda 11/4;PCS;350.750;2500 %;350.750;285.000;0 %;285.000;;
RJ224;Onda;"Gate Valve kuningan Onda 2""";PCS;653.750;2500 %;653.750;550.000;0 %;550.000;;
RJ225;Onda;"Gate Valve kuningan Onda 21/2""";PCS;1.384.750;2500 %;1.384.750;1.250.000;0 %;1.250.000;;
RJ226;Onda;"Gate Valve kuningan Onda 3""";PCS;1.897.250;2500 %;1.897.250;1.650.000;0 %;1.650.000;;
RJ220;Onda;"Gate Valve kuningan Onda 3/4""";PCS;144.000;2000 %;144.000;120.000;0 %;120.000;;
RJ1286;Onda;Gate Valve PERRUNO 1/2 Kuningan;1pcs;55.000;1500 %;55.000;50.000;0 %;50.000;;
RJ174;Onda;Hand Shower Onda SO230;PCS;194.250;2500 %;194.250;165.000;0 %;165.000;;
RJ176;Onda;Hand Shower SO232;PCS;198.250;2000 %;198.250;175.000;0 %;175.000;;
RJ175;Onda;Hand Shower SO250;PCS;219.250;2000 %;219.250;185.000;0 %;185.000;;
RJ1443;Onda;Hand Shower So-tul;PCS;169.250;2000 %;169.250;150.000;0 %;150.000;;
RJ234;Onda;"Knee Hitter Drat Dalem 1/2""";PCS;53.750;3000 %;53.750;50.000;0 %;50.000;;
RJ236;Onda;"Knee Hitter Drat Luar 1/2""";PCS;48.000;3000 %;48.000;50.000;0 %;50.000;;
RJ235;Onda;Knee Hitter Sambungan 1/2 Onda;PCS;72.500;3000 %;72.500;60.000;0 %;60.000;;
RJ153;Onda;KRAN ANGSA ONDA A801TLG;PCS;172.500;2000 %;172.500;135.000;0 %;135.000;;
RJ149;Onda;Kran Angsa Onda Flexible V688CA ;PCS;302.750;2000 %;302.750;250.000;0 %;250.000;;
RJ2004;Onda;Kran Angsa Onda GWU Kuningan;1pcs;425.500;2500 %;425.500;350.000;0 %;350.000;;
RJ152;Onda;KRAN ANGSA ONDA V628TLG;PCS;209.250;2500 %;209.250;175.000;0 %;175.000;;
RJ150;Onda;KRAN ANGSA ONDA V632CA;PCS;136.250;2500 %;136.250;110.000;0 %;110.000;;
RJ151;Onda;Kran Angsa Onda V634T;PCS;118.250;2000 %;118.250;100.000;0 %;100.000;;
RJ1494;Onda;Kran Angsa V-tul Flexi Tembok Onda;1pcs;180.000;2000 %;180.000;165.000;0 %;165.000;;
RJ155;Onda;Kran Hitter Onda K404CT;PCS;470.750;2000 %;470.750;400.000;0 %;400.000;;
RJ171 ;Onda;KRAN Onda Angsa GBU Kningan 1/2;PCS;275.000;0 %;275.000;300.000;0 %;300.000;;
RJ159;Onda;KRAN Onda BC Gg Biru 1/2;PCS;36.500;2500 %;36.500;30.000;0 %;30.000;;
RJ160;Onda;KRAN Onda BC Gg Biru 3/4;PCS;76.500;2500 %;76.500;60.000;0 %;60.000;;
RJ161;Onda;KRAN Onda BL Gg Hitam 1/2;PCS;44.250;2500 %;44.250;40.000;0 %;40.000;;
RJ162;Onda;Kran Onda BL Gghitam 3/4;PCS;54.500;2500 %;54.500;45.000;0 %;45.000;;
RJ154;Onda;KRAN Onda D Shower K406CTG;PCS;183.500;1000 %;183.500;175.000;0 %;175.000;;
RJ156;Onda;KRAN Onda Hitter BATH THUL;PCS;605.500;2000 %;605.500;500.000;0 %;500.000;;
RJ172;Onda;KRAN Onda Jet Shower Pvc/s75 Wcs;PCS;143.500;2500 %;143.500;120.000;0 %;120.000;;
RJ173;Onda;KRAN Onda Jetshower Chrom S 75 CCS FLEX;PCS;162.000;2000 %;162.000;140.000;0 %;140.000;;
RJ168;Onda;KRAN ONDA JF 09 LA;PCS;111.000;2000 %;111.000;95.000;0 %;95.000;;
RJ157;Onda;KRAN Onda JF07CA Engkel 1/2;PCS;100.000;2500 %;100.000;85.000;0 %;85.000;;
RJ158;Onda;KRAN Onda JF08ST Tee;PCS;99.250;2500 %;99.250;85.000;0 %;85.000;;
RJ167;Onda;KRAN Onda KOMPRESSOR 1/4;PCS;35.250;2000 %;35.250;35.000;0 %;35.000;;
RJ163;Onda;Kran Onda Kubc Kuningan 1/2;PCS;52.520;2500 %;52.520;40.000;0 %;40.000;;
RJ165;Onda;KRAN Onda Stainlies 1/2 CLS 02;PCS;81.000;2500 %;81.000;65.000;0 %;65.000;;
RJ164;Onda;KRAN Onda Stainlies 3/4 CLS;PCS;101.750;2500 %;101.750;80.000;0 %;80.000;;
RJ166;Onda;KRAN Onda Stainlies CLS 06 1/2;PCS;127.500;2500 %;127.500;100.000;0 %;100.000;;
RJ170;Onda;KRAN Onda Wastafel 1/2 Y321c;PCS;190.250;2000 %;190.250;165.000;0 %;165.000;;
RJ169;Onda;KRAN Onda Wastafel Y319cu;PCS;171.000;2000 %;171.000;150.000;0 %;150.000;;
RJ1455;Onda;Meteran M-TUL 5 MTR ONDA;1pcs;27.250;2500 %;27.250;25.000;0 %;25.000;;
RJ191;Onda;Otomatis Horizontal Onda 1/2;PCS;79.250;2000 %;79.250;65.000;0 %;65.000;;
RJ189;Onda;"Otomatis Pelampung bola Onda 1 """;PCS;361.000;2000 %;361.000;300.000;0 %;300.000;;
RJ187;Onda;Otomatis Pelampung Bola Onda 1/2;PCS;200.250;2000 %;200.250;165.000;0 %;165.000;;
RJ188;Onda;Otomatis Pelampung bola Onda 3/4;PCS;296.750;2000 %;296.750;240.000;0 %;240.000;;
RJ190;Onda;Otomatis Vertikal Onda 1/2;PCS;73.000;2000 %;73.000;65.000;0 %;65.000;;
RJ1458;Onda;PLUG KRAN PERRUNO 1/2 STD ONDA;1pcs;53.500;2000 %;53.500;50.000;0 %;50.000;;
RJ1454;Onda;S 75 WCS ONDA (new);1pcs;143.500;2500 %;143.500;120.000;0 %;120.000;;
RJ1276;Onda;Sambungan Kran Flexibel Onda;1pcs;65.500;2000 %;65.500;65.000;0 %;65.000;;
RJ183;Onda;"Saringan Tusen 1"" Onda";PCS;15.500;2000 %;15.500;15.000;0 %;15.000;;
RJ181;Onda;Saringan Tusen 1/2 Onda;PCS;9.000;2500 %;9.000;10.000;0 %;10.000;;
RJ185;Onda;Saringan Tusen 11/2 Onda;PCS;20.000;0 %;20.000;22.500;0 %;22.500;;
RJ184;Onda;Saringan Tusen 11/4 Onda;PCS;15.000;0 %;15.000;17.500;0 %;17.500;;
RJ186;Onda;"Saringan Tusen 2"" Onda";PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ182;Onda;Saringan Tusen 3/4 Onda;PCS;13.750;2500 %;13.750;15.000;0 %;15.000;;
RJ177;Onda;Seal Tipe Onda 10mm;PCS;4.950;2200 %;4.950;4.000;0 %;4.000;;
RJ195;Onda;Slang Flexible Hot 50cm;PCS;80.250;2000 %;80.250;65.000;0 %;65.000;;
RJ193;Onda;Slang Flexible Hot Hwf 30cm;PCS;55.000;2000 %;55.000;50.000;0 %;50.000;;
RJ194;Onda;Slang Flexible Hot Hwf 40cm;PCS;69.750;2000 %;69.750;60.000;0 %;60.000;;
RJ196;Onda;Slang Flexible onda Dingin 30cm;PCS;53.000;2500 %;53.000;45.000;0 %;45.000;;
RJ197;Onda;Slang Flexible Onda Dingin 40cm;PCS;60.000;2000 %;60.000;55.000;0 %;55.000;;
RJ198;Onda;Slang Flexible Onda Dingin 50cm ;PCS;69.750;2000 %;69.750;60.000;0 %;60.000;;
RJ643;Onda;Slang Hitter Air Panas Per Meter Hitam;PCS;25.000;0 %;25.000;25.000;0 %;25.000;;
RJ1526;Onda;Slang Onda 1 Hipprex  Benang;Rool;1.306.000;3000 %;1.306.000;25.000;0 %;25.000;;
RJ1574;Onda;SLANG ONDA 3/4 DOP;Rooll;250.000;0 %;250.000;7.500;0 %;7.500;;
RJ1525;Onda;Slang Onda 5/8 DOF;Rool;326.750;4000 %;326.750;5.000;0 %;5.000;;
RJ1524;Onda;Slang Onda 5/8 Super;Rool;537.250;4000 %;537.250;8.500;0 %;8.500;;
RJ1543;Onda;Slang Tukang 1/4 Tebal Onda 100mm;Rool;318.000;3000 %;318.000;325.000;0 %;325.000;;
RJ239;Onda;Sok Drat Dalem Hitter Fidem 1/2;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ203;Onda;"Stopkran Pvc Bv Polos 1"" Onda";PCS;40.750;2000 %;40.750;35.000;0 %;35.000;;
RJ201;Onda;Stopkran Pvc Bv Polos 1/2 onda;PCS;23.000;2000 %;23.000;20.000;0 %;20.000;;
RJ202;Onda;Stopkran Pvc Bv Polos 3/4 Onda;PCS;33.250;2000 %;33.250;30.000;0 %;30.000;;
RJ199;Onda;Stopkran Pvcbv WM 1/2;PCS;30.712;2000 %;30.712;35.000;0 %;35.000;;
RJ200;Onda;Stopkran Pvcbv WM 3/4;PCS;51.975;2000 %;51.975;50.000;0 %;50.000;;
RJ1436;Onda;Tee CHROME Shockkran Onda 1/2 ;1pcs;65.000;0 %;65.000;65.000;0 %;65.000;;
RJ237;Onda;"tee Hitter Drat Dalem 1/2""";PCS;78.250;3000 %;78.250;75.000;0 %;75.000;;
RJ238;Onda;"TEE Hitter Drat LUAR 1/2""";PCS;78.250;3000 %;78.250;75.000;0 %;75.000;;
RJ178;Onda;Tusen 1/2 Kuningan;PCS;62.750;2500 %;62.750;65.000;0 %;65.000;;
RJ180;Onda;Tusen 1onda Kuningan;PCS;80.000;0 %;80.000;85.000;0 %;85.000;;
RJ179;Onda;Tusen 3/4 Kuningan;PCS;88.250;2000 %;88.250;75.000;0 %;75.000;;
RJ1453;Onda;V 629 TLG ONDA 1/2 (R);1pcs;187.750;2500 %;187.750;150.000;0 %;150.000;;
RJ206;Onda;"Watersok Onda 1""";PCS;30.975;2000 %;30.975;35.000;0 %;35.000;;
RJ204;Onda;Watersok Onda 1/2;PCS;17.587;2000 %;17.587;25.000;0 %;25.000;;
RJ208;Onda;Watersok Onda 11/2;PCS;66.150;2000 %;66.150;65.000;0 %;65.000;;
RJ207;Onda;Watersok Onda 11/4;PCS;45.937;2000 %;45.937;50.000;0 %;50.000;;
RJ209;Onda;"Watersok Onda 2""";PCS;118.912;2000 %;118.912;100.000;0 %;100.000;;
RJ205;Onda;Watersok Onda 3/4;PCS;24.675;2000 %;24.675;30.000;0 %;30.000;;
RJ483;OTOMATIS; Otomatis Body Closet SUBRON;PCS;75.000;0 %;75.000;80.000;0 %;80.000;;
RJ472;OTOMATIS; Otomatis Bola new star 3/4;PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ471;OTOMATIS; Otomatis Bola new star Pvc 1/2;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
